,Word,Filipino translation,Valence,Arousal,Dominance
8064,nana,"yaya, lola, impo",5.79,3.82,5.09
8065,nanny,yaya,5.86,4.05,5.42
8066,nanometer,nanometer,5.15,3.59,5.54
8067,nap,"tulog-manok, umidlip",6.53,4.14,5.91
8068,napalm,ginagamit sa paggawa ng bomba,2.7,5.29,4.08
8069,napkin,"napkin, pamunas",5.63,3.09,5.21
8070,nappy,"mahimulmol, uri ng bandehado",3.1,3.32,4.24
8071,narcissism,narsisismo,3.25,5.05,4.15
8072,narcissist,narsisista,3.11,5.81,4.04
8073,narcissistic,narsisitiko,3,5,4.94
8074,narcotic,narkotiko,3.52,4.38,3.45
8075,narrative,naratibo,6.32,3.23,5.61
8076,narrator,tagapagsalaysay,6.48,2.57,5.76
8077,narrow,"makitid, makipot",4.95,4.53,5.19
8078,nasal,pailong,4.26,3.38,4.3
8079,nasty,"pilyo, marawal, malisyoso, masakit",2.95,5.44,3.98
8080,nation,nasyon,6,4.78,4.74
8081,national,nasyonal,5.62,3.45,6.63
8082,nationality,nasyonalidad,5.6,3.5,5.32
8083,nationwide,buong nasyon,5.2,3.72,5.45
8084,native,"katutubo, taal",5.85,3.05,6.05
8085,natural,natural,6.42,3.67,5.16
8086,natural gas,gas na mula sa kalikasan,4.47,3.36,5.19
8087,nature,kalikasan,6.88,4,5
8088,naughty,"pilyo/a, salbahe",6.04,6.95,5.76
8089,nausea,"rimarim, alibadbad, masuka",1.68,4.59,2.95
8090,nauseating,"nakaririmarim, nakasusuka",2.73,4.33,3.68
8091,nauseous,"naririmarim, masuka-suka",1.95,4.18,3.19
8092,nautical,"nabal, nautikal",6.15,3.41,4.9
8093,nautilus,notilus,5.29,3.76,5.6
8094,naval,"nabal, hukbong-pandagat",5.19,2.86,5.15
8095,nave,"nabe, gitnang paret ng simbahan",3.9,3.52,4.33
8096,navel,"pusod, umbiliko",4.89,3.36,5.5
8097,navigate,timunan o igiya habang umaandar,5.05,4.18,5.71
8098,navigation,"nabigasyon, plano ng paglalakbay",5.84,4,6.59
8099,navigational,nabigasyonal,5.1,4,6.42
8100,navigator,"nabigador, tagapagtimon",5.47,4.09,6.37
8101,navy,hukbong-dagat,5.38,3.64,5.07
8102,nearsighted,nakakakita lamang sa malapit,4.5,3.83,3.9
8103,neat,"malinis, maayos",6.95,4.1,5.64
8104,nebula,nebula,7,4.05,4.26
8105,necessary,kinakailangan,5.39,3.38,4.89
8106,necessity,"nesesidad, pangangailangan",5.32,4.55,4.75
8107,neck,leeg,5.44,3.65,5.17
8108,necklace,kwintas,6.85,3.52,5.64
8109,necktie,kurbata,4.84,2.62,4.87
8110,necromancer,taong nakikipag-ugnayan sa mga kaluluwa,4.11,6.05,3.91
8111,nectar,nektar,6.8,3.95,5.83
8112,need,kailangan,5.45,3.67,5.06
8113,needle,karayom,3.97,4.36,5.12
8114,needlepoint,disenyo sa tela,5.55,3.2,5.42
8115,needless,di na kailangan,4.25,2.95,4.16
8116,needy,"dahop, hikahos, mahirap",2.9,4.68,4.27
8117,nefarious,"masama, buktot, balakyot",3.79,5.72,4.25
8118,negative,negatibo,2.52,5.05,4.29
8119,negativity,"negatibidad, pagdududa at pagkontra sa mga paniniwalang tradiisyunal",2.74,5.09,3.42
8120,neglect,pabayaan,2.16,4.72,3.69
8121,negligee,damit-pantulog ng babae,6.2,4.67,5.64
8122,negligence,kapabayaan,2.7,4.22,3.79
8123,negligent,pagpapabaya,2.05,4.45,4.57
8124,negligible,"walang kabagay-bagay, dapat balewalain",3.81,3.89,4.67
8125,negotiable,maaring pag-usapan pa,6,4.62,5.61
8126,negotiate,"makipag-usap, makipag-negosasyon",5.57,5,5.84
8127,negotiation,negosasyon,6.05,4.76,6.17
8128,negotiator,negosyador,5.1,4.45,5.6
8129,negro,"negro, itim",3.83,5.27,4.35
8130,neighbor,kapitbahay,5.6,3.72,5.12
8131,neighborhood,kapitbahayan,6.09,4.05,6.95
8132,neighboring,kalapit-bahay,5.95,3.95,4.91
8133,nemesis,nemesis,2.44,5.5,4.25
8134,neon,neon,6.48,4.56,5.62
8135,nephew,pamangking lalaki,6.75,4.33,5.94
8136,nerd,nerd,5.18,4.46,5.91
8137,nerdy,nerdy,4.68,4.3,5.7
8138,nerve,"ugat, nerbiyos",4.45,5.27,5.42
8139,nervous,ninenerbiyos,3.56,5.51,4.02
8140,nervousness,pagkanerbiyoso,3.1,4.45,3.93
8141,nest,pugad,5.65,3.35,5.5
8142,net,lambat,5,3,4.61
8143,nether,nasa ibaba o ilalim,4.81,4.05,4.92
8144,network,network,5.05,4.43,5.39
8145,networking,networking,5.6,3.71,6.31
8146,neural,hinggil sa nerbyo,6.05,3.19,4.64
8147,neurological,neurolohikal,3.89,4.55,4.32
8148,neurologist,neurolohista,5.05,3.86,5.22
8149,neurology,neurolohiya,4.95,4.55,4.62
8150,neurosis,"pagkabaliw, neurosis",3.15,4.3,3.14
8151,neurosurgeon,espesyalista sa neurolohiya,4.67,4.85,5.33
8152,neurosurgery,operasyon sa neurolohiya,4.25,5.09,3.74
8153,neurotic,baliw,3.84,4.98,4.15
8154,neuter,"balaki, walang kasarian",4.11,4.9,4.21
8155,neutral,walang pinapanigan,5.5,3.45,5.81
8156,neutralize,pagpuksa,5.19,3.36,5.45
8157,neutron,neutron,6.62,4.47,4.78
8158,new,bago,7.68,5.14,5.22
8159,new age,bagong panahon,5.05,4.39,4.84
8160,newborn,bagong silang,7.48,4.96,4.89
8161,newcomer,bagong dating,5.8,5.05,4.58
8162,newfound,bagong tuklas,5.89,3.45,6.17
8163,newlywed,bagong kasal,6.9,6.32,5.92
8164,news,balita,4.96,4.61,4.48
8165,newscast,papasahimpapawid na balita,5.43,4.74,4.8
8166,newscaster,tagapagbalita,4.89,2.95,4.85
8167,newsflash,kararating na balita,5.26,4.64,4.52
8168,newsletter,ulat-balita,5.19,3.63,5.03
8169,newsman,"reporter, tagaulat",5.52,3.12,4.35
8170,newspaper,"pahayagan, diyaryo",5.11,2.67,5.05
8171,newspaperman,naglilingkod sa kompanya ng pahayagan,5.63,3,5
8172,newsreel,maigsing ulat ng balita na nakapelikula,5.47,4.86,5.57
8173,newsroom,silid kung saan prinoproseso ang balita,4.83,4.11,4.94
8174,newsstand,bilihan ng diyaryo,5.79,3.22,5.05
8175,newt,salamander,4.65,3.64,5.59
8176,nexus,"tali, kaugnayan, bigkis",5.57,3.96,5.42
8177,nibble,"kagat-kagatin, kukut-kukutin",6.3,3.96,6.05
8178,nice,"maganda, magaling",6.95,3.53,6.47
8179,niche,angkop na lugar,5.75,3.43,5.18
8180,nickel,barya,5.62,4.22,5
8181,nickname,palayaw,6.14,4.38,5.7
8182,nicotine,nikotina,3.05,4.04,3.58
8183,niece,pamangkin,6.52,3.95,5.36
8184,nifty,"nasa uso, okey",6.3,4.59,6.41
8185,nigger,pauyam na bansag sa mga Negro,1.67,6.81,2.96
8186,night,gabi,6.68,3.57,5.22
8187,nightcap,alak na iniinom bago matulog,5.22,4,6.1
8188,nightclub,naytklab,5.32,5.08,5.57
8189,nightfall,"paglubog ng araw, takipsilim",6.63,4,3.8
8190,nightgown,mahabang damit pantulog,5.85,3.35,5.67
8191,nightie,damit pantulog ng babae,7.11,4.57,5.53
8192,nightlife,gimik sa gabi,5.95,6.36,6.09
8193,nightly,gabi-gabi,5.38,3.61,5.32
8194,nightmare,bangungot,1.79,5.83,3.21
8195,nightstand,patungan ng lampara sa tabi ng kama,5.62,4.04,5.68
8196,nightstick,batuta,3.79,4.81,4.32
8197,nighttime,kagabihan,6.18,3.91,4.78
8198,Nike,Nike,5.86,4.71,5.95
8199,nimble,"maliksi, alisto",6.25,4.5,5.41
8200,nimrod,magaling na mangangaso,4.21,3.67,3.41
8201,nincompoop,"walang utak, uto-uto",5,3.21,4.72
8202,nine,siyam,5.1,3.83,5.21
8203,nineteen,labingsiyam,5.63,3.86,5.09
8204,ninety,siyamnapo,4.65,3.28,5.36
8205,ninja,ninja,5.14,5.61,5.23
8206,ninny,"uto-uto, walang utak, mahina",4.33,5.42,4.81
8207,nintendo,nintendo,6.8,6.37,6.23
8208,nip,"kurutin, pigilin, sansalain ang paglaki",5.25,4.39,4.68
8209,nipper,"pamutol ng kuko, posas",5.43,4.42,4.86
8210,nipple,utong,5.73,5.88,5.64
8211,nippy,"matalas, kumakagat, batibot",4.79,5.45,5.14
8212,nitrate,nitrate,5,4,5.12
8213,nitro,nitro,5,4.55,4.71
8214,nitrogen,nitrogen,4.6,5.2,4.82
8215,nitrous,nitrous,5.1,5.25,5.35
8216,nitwit,"ungas, bugok, mahina ang ulo",3.75,3.96,3.54
8217,nix,"wala, kawalan",4,3.89,3.9
8218,nobility,"maharlika, nobilidad",5.83,4.57,4.89
8219,noble,"maharlika, dakila, marangal",7.16,4.14,6.71
8220,nobleman,maharlika,6.86,4,5.36
8221,nocturnal,panggabi,5.29,3.48,5.61
8222,nod,tango,5.05,2.92,6.1
8223,node,"buko, kulani",4.84,3.5,5.62
8224,noggin,maliit na tasa o kopa,5.63,4.29,5.74
8225,noir,noir,5.37,3.59,5.32
8226,noise,ingay,3.36,5.75,5.47
8227,noisy,maingay,3.21,5.15,4.42
8228,nomad,"nomad, lagalag, palaboy",4.71,3.17,5.3
8229,nominal,nominal,5.1,3.55,4.61
8230,nominate,inomina,5.86,3.48,6.05
8231,nomination,nominasyon,5.63,4.04,6
8232,nominee,nominado,5.5,4.4,5.75
8233,nonchalant,kawalan ng interes,4.58,3.64,5.84
8234,nonexistent,kawalan ng kaganapan,3.89,3.81,3.83
8235,nonfat,hindi nakatataba,5.74,3.57,6
8236,nonfiction,"prosa liban sa katha, totoo",5.95,3.85,5.47
8237,nonsense,walang kabuluhan,4,4.52,4.74
8238,nonviolent,hindi marahas,6.84,3.95,5.17
8239,noodle,"noodle, pansit, pasta",6.48,3.09,5.48
8240,nook,sulok,6.33,2.8,5.47
8241,noon,tanghali,5.38,2.87,6.22
8242,noose,"pansilo, bitag",2.43,5.38,3.99
8243,norm,nakagawian,5.56,3.06,5.06
8244,normal,"karaniwan, normal",6.17,2.29,6.39
8245,normalcy,normalidad,4.84,3.15,6.65
8246,north,hilaga,5.72,2.15,5
8247,northbound,pahilaga,5.45,4.8,5.73
8248,northeast,hilagang-timog,5.5,3.65,5.9
8249,northern,bandang hilaga,5.65,3.17,5.08
8250,northwest,hilagang-kanluran,5.81,2.71,4.9
8251,northwestern,bandang hilagang-kanluran,5.39,3.05,5.13
8252,nose,ilong,5.5,3.1,4.61
8253,nosebleed,"pagdugo ng ilong, balingungoy",3.16,5.27,3.5
8254,nostalgia,"pag-asam, nostalhiya",6.65,4.38,5.36
8255,nostalgic,pangungulila,6.68,4.37,5.05
8256,nostril,butas ng ilong,3.58,3.43,4.58
8257,nosy,"pakialamero, mapanghimasok, palatanong",3.1,4.65,5.04
8258,notable,"kapansin-pansin, pambihira, kahanga-hanga",5.95,3.45,6.23
8259,notary,notaryo,5.43,3.23,5.5
8260,notch,"antas, lebel",5.32,2.95,4.8
8261,note,tala,5.78,3.33,5.28
8262,notebook,"notbuk, kuwaderno",6.05,3.58,6.12
8263,nothingness,kawalan,2.79,3.25,3.2
8264,notice,pansin,5.94,3.38,5.11
8265,noticeable,kapansin-pansin,5.86,4.25,5.75
8266,notification,notipikasyon,5.24,4.5,5.09
8267,notify,ipaalam,4.9,3.13,5.67
8268,notion,"nosyon, ideya",5.86,4.25,5.42
8269,notoriety,notoryedad,5.68,5.23,5.77
8270,notorious,notoryoso,4.19,4.68,5.23
8271,noun,pangngalan,5.22,2.37,5.28
8272,nourish,pakainin,7.5,3.85,7.06
8273,nourishment,pagkain,7.44,3.1,6
8274,nouveau,biglang-yaman,5.9,3.1,4.76
8275,novel,"nobela, bago",5.74,3.41,5.09
8276,novelist,nobelista,6.1,3.95,6.29
8277,novelty,"kabaguhan, pagiging kakaiba",5.82,5.04,5.47
8278,novice,"nobisyada, baguhan",5.1,4,5.6
8279,nuance,"bahid, bahagyang pagkakaiba",5.47,4.55,4.58
8280,nuclear,nukleyar,4.3,7.3,4.12
8281,nucleus,nukleyus,5.59,3.65,4.32
8282,nude,"hubad, hubo",6.1,5.86,6.05
8283,nudge,"sikuhin, tapikin",5.67,4.33,4.95
8284,nudie,naghuhubad,4.5,6,4.53
8285,nudist,taong hubad,6,6.05,5.05
8286,nudity,"kahubaran, pagiging hubad",6.48,6.15,5.28
8287,nugget,pira-piraso o maliit na bagay,6.29,3.32,4.93
8288,nuisance,"nakakabwusit, panggulo",3,4.7,3.79
8289,nuke,nukleyar,3.67,5,3.29
8290,null,walang bisa,4.32,3.05,4.48
8291,numb,manhid,3.79,2.5,4.04
8292,number,"bilang, numero",5.59,3.5,6.13
8293,numbskull,"tanga, uto-uto, at katawa-tawang tao",3.65,4,4.28
8294,numerical,numerikal,5,2.76,5.43
8295,numerous,"marami, di-mabilang",5.35,3.39,6.25
8296,nun,madre,5.79,2.43,4.53
8297,nunchucks,,5.7,4.7,5.76
8298,nunnery,"tirahan ng mga madre, kumbento",4.25,2.78,4.77
8299,nuptials,"kasal, kasalan",5.63,4.55,5.71
8300,nurse,nars,5.41,4.64,5.58
8301,nursemaid,"yaya, tagapag-alaga",5.38,3.83,5.17
8302,nursery,alagaan ng sanggol o bata,6.1,4.29,4.89
8303,nursing,"nursing, narsing",6.39,3.57,5.05
8304,nurture,"pagpapalaki, kalinga, kandili",7.14,4.12,6.29
8305,nut,mani,5.44,4.24,4.56
8306,nutcase,baliw at taong sira-ulo,2.81,3.76,3.36
8307,nutcracker,pambiyak ng bunga,5.45,4.84,6.05
8308,nuthouse,ospital ng mga baliw,3.4,4.33,3.45
8309,nutmeg,nutmeg,5.76,3.24,6.04
8310,nutrition,nustrisyon,6.86,4.48,6.46
8311,nutritional,nustrisyonal,6.83,3.4,5.68
8312,nutritious,masustansiya,7.09,4.38,7.32
8313,nutshell,bao ng mani,5.05,3.95,5.73
8314,nutty,"hunghang, may sayad",5.35,4.72,5.29
8315,nylon,naylon,4.9,3.61,5.19
8316,nylong,naylon,4.95,4.24,4.67
8317,nylons,medyas na gawa sa nylon,5.52,3.14,5.04
8318,nymph,nimpa,5.42,5.32,4.5
8319,nymphomaniac,nimpomanyak,4.95,5.17,4.54
8320,O'Doul's,O'Doul's,4.5,2.71,5.42
8321,oaf,"uto-uto, lalampa-lampa",3.5,2.95,4.04
8322,oak,oak,6.47,2.64,5.91
8323,oar,sagwan,5.15,2.72,6.38
8324,oasis,oasis,8,4.95,5.73
8325,oat,trigo,5.67,2.82,5.32
8326,oath,panunumpa,6.4,4,6.47
8327,oatmeal,oatmeal,5.47,3.1,5.65
8328,obedience,pagsunod,4.63,3.29,4.06
8329,obedient,masunurin,6.05,2.82,4.74
8330,obese,mataba,2.32,3.95,4.22
8331,obesity,katabaan,2.81,4.63,4.55
8332,obey,sumunod,5.13,4.1,4.43
8333,obituary,obitwaryo,3.1,5.04,3.43
8334,object,bagay,5.52,4.08,5.91
8335,objection,tutol,3.83,4.48,4.22
8336,objective,"layunin, hangarin, walang kinikilingan",5.55,4.38,6.47
8337,objectivity,kawalan ng kinikilingan,5.63,4.09,7.04
8338,obligation,obligasyon,4.68,5.76,5.39
8339,obligatory,kinakailangan,3.94,3.6,3.88
8340,oblige,obligahin,5.19,3.74,5.11
8341,oblique,"pahilig, patagilid",4.57,3.18,5.6
8342,oblivion,paglimot,3.95,4.38,4.92
8343,oblivious,walang kaalam-alam,4.5,3.5,3.81
8344,obnoxious,kasuklam-suklam,2.76,5.95,4.1
8345,obscene,masagwa,3.1,5.24,4.64
8346,obscenity,kasagwaan,3.41,6.11,4.43
8347,obscure,"itago, hindi makita",5.15,3.1,4.48
8348,obscurity,"kadiliman, kawalan ng makaaalala, tuluyang makalimutan",4.64,3.28,3.88
8349,observant,mapagmasid,6.37,4.05,6.04
8350,observation,obserbasyon,5.61,3.23,6.04
8351,observatory,obserbatoryo,5.36,4.61,5.95
8352,observe,magmasid,5.3,4.25,5.92
8353,observer,tagamasid,5,4.5,6.08
8354,obsess,nahuhumaling,3.23,4.95,4.1
8355,obsessed,"nahumaling, nahaling",4.86,4.46,5.76
8356,obsession,"pagkahumaling, pagkahaling",4.38,5.64,4.15
8357,obsessive,"haling, humaling",3.35,6.14,4
8358,obsolete,lipas na,3.53,3.27,3.61
8359,obstacle,balakid,4.38,4.6,4.11
8360,obstinate,sutil,3.81,4.43,4.9
8361,obstruct,hadlangan,3.61,4.29,4.7
8362,obstruction,paghadlang,3.75,3.68,3.48
8363,obtain,matamo,5.11,3.67,6.7
8364,obvious,halata,5.33,3.65,6.47
8365,occasion,okasyon,6.45,4.79,5.52
8366,occasional,paminsan-minsan,5.5,2.45,4.72
8367,occipital,hingil sa kukote,4.45,4.14,5.35
8368,occult,karunungang itim,3.5,4.63,4.64
8369,occupant,umookupa,5.19,3.17,5.24
8370,occupation,hanapbuhay,4.77,4.33,5.47
8371,occupational,panghanapbuhay,6.18,4.32,5.8
8372,occupy,okupahin,4.86,4.27,5.29
8373,occur,"mangyari, maganap",6.26,3.57,4.46
8374,occurrence,pangayayari,4.94,4.1,4.7
8375,ocean,karagatan,7.39,3.5,5.88
8376,oceanic,pangkaragatan,7.45,4.26,5.57
8377,octopus,"oktupus, pugita",6,5.1,5.76
8378,ocular,okular,4.86,4,5.42
8379,odd,"kakaiba, pambihira",4.56,4.26,5.42
8380,oddball,"baliw, kataka-taka",6.17,3.55,4.11
8381,odds,maaari,5.32,4.39,5.32
8382,ode,oda,5.75,2.81,4.48
8383,odor,amoy,3,5.05,4.12
8384,odyssey,mahabang paglalakbay,5.7,4.83,6.57
8385,oedipal,oedipal,3.95,3.5,4.54
8386,offence,"opensa, kasalanan",3.4,4.29,4.79
8387,offend,"magkasala, makasakit",3.29,4.81,4.17
8388,offender,"nagkasala, nakasakit",3.25,4.52,3.86
8389,offense,kasalanan,4.05,4.67,4.4
8390,offensive,nakasasakit,3.8,4.95,5.17
8391,offer,"handog, alay",5.67,3.5,5.44
8392,office,"opisina, tanggapan",4.54,3.05,5.16
8393,officer,opisyal,4.91,4.38,4.41
8394,official,opisyal,5.75,4.04,5.45
8395,offset,bawiin,4.79,4.05,4.75
8396,offshore,sa labas ng bansa,4.95,3.5,4.13
8397,offspring,anak,5.89,4.65,6.35
8398,ogre,higanteng halimaw,3.57,5.19,4.32
8399,oil,langis,3.91,4.25,5.63
8400,oily,malangis,4.14,4.53,4.62
8401,oink,oink,5.21,3.73,4.62
8402,ointment,pamahid,4.81,2.86,5
8403,okra,okra,5.55,3.27,6.24
8404,old,matanda,3.19,4.48,4.22
8405,olden,sinauna,5.25,3.17,4.46
8406,oldie,matanda,5.41,3.78,5.63
8407,oldies,matatanda,5.53,4.18,5.77
8408,olive,oliba,6.05,3.92,5.18
8409,omega,omega,5.5,4.65,5.36
8410,omelet,torta,6.25,3.89,6.35
8411,omen,omen,3.77,4.52,3.59
8412,ominous,guniguni,3.95,5.57,4.48
8413,omission,"hindi isinama, nakaligtaan",4.71,2.82,4.81
8414,onboard,kasama,5.1,3.95,6.78
8415,oncologist,"oncologist, onkologo",3.45,3.71,4.48
8416,oncology,"oncology, onkolohiya",3.32,5.8,4.27
8417,oncoming,nalalapit,4.68,4.06,4.35
8418,one,isa,6.09,2.67,5.56
8419,oneness,"kaisahan, pagkakaisa",6.4,3.19,4.8
8420,ongoing,patuloy,4.79,4.24,5.08
8421,onion,sibuyas,5.37,4.95,4.78
8422,onset,simula,4.35,4.39,4.62
8423,onstage,itinatanghal,5.48,4.48,4.94
8424,oodles,marami,5.74,5.09,5.35
8425,oomph,"eksayting, kapana-panabik",5.52,4.27,5.07
8426,ooze,dahan-dahang paglabas,3.57,5,3.44
8427,op,operasyon,5.21,3.24,5.26
8428,opal,opal,6,3.14,5.26
8429,open,buksan,6.14,4.43,6.17
8430,opener,pambukas,6,3,5.67
8431,opening,"pambungad, pagbubukas",5.95,4.6,6.68
8432,openness,kabukasan,6.52,4.37,5.86
8433,opera,opera,5.68,3.84,6.25
8434,operate,operahan,5.37,4.62,5.78
8435,operation,operasyon,2.94,5.71,3.78
8436,operational,operasyunal,5.6,4.32,5.81
8437,operative,operatiba,5.9,4.36,6.05
8438,operator,opereytor,4.85,2.67,4.74
8439,opiate,opyum,5.35,5.06,5.12
8440,opinion,opinyon,6.38,4.53,6.28
8441,opinionated,matigas sa sariling pagpapasya,5.57,3.95,5.54
8442,opium,opyo,3.42,3.65,4.68
8443,opponent,"kalaban, katunggali",4.42,5.5,5.8
8444,opportunity,"oportunidad, pagkakataon",7.1,5.5,7.11
8445,oppose,labanan,4.21,5.17,5.74
8446,opposing,magkalaban,3.85,4.25,4.27
8447,opposite,"kabaliktaran, kasalungat",4.77,3.43,4.95
8448,opposition,"oposisyon, kasalungat",3.21,4.5,4
8449,oppressed,"inaapi, pahirapin",3.1,5.05,3.81
8450,oppression,"opresyon, pagpapahirap",2.67,4.57,2.94
8451,oppressive,"opresibo, mapang-api",3.05,6.24,3.43
8452,oppressor,nang-api,2.81,5.48,3
8453,ops,ops,5.05,4.21,4.73
8454,opt,"pagpili, pumili",4.85,2.44,6.32
8455,optic,optik,5.6,3.48,5.32
8456,optical,"optikal, gawaan ng salamin",5.15,3.44,5.12
8457,optics,optika,6.37,3.05,5.32
8458,optimism,optimismo,7.21,4.95,6.9
8459,optimist,optomista,7.19,4.43,6.78
8460,optimistic,naniniwala na ang lahat ay mauuwi sa mabuti,7.45,4.19,7
8461,optimum,optimum,7.38,5.21,5.55
8462,option,opsyon,6.37,3.19,6.36
8463,optional,opsyonal,5.76,2.59,7.11
8464,oracle,orakulo,6.16,3.62,4.07
8465,oral,"pasalita, oral",4.95,4.33,4.56
8466,orange,kahel,6.81,4.04,5.58
8467,orange juice,katas ng kahel,6.62,3.95,5.91
8468,orangutan,"orangutan, bakulaw",5.74,4.87,4
8469,orb,globo,5,4.26,5.48
8470,orbit,"orbit, landas ng planeta",5.95,4.26,5.06
8471,orbital,hingil sa orbit,5.5,4.24,5.48
8472,orchard,taniman ng mga punung-kahoy,6.15,3.86,5.5
8473,orchestra,orkestra,6.5,4.07,5.76
8474,orchid,orkidyas,7,4.11,5.58
8475,ordeal,"pahirap, mapait na karanasan",3.84,5.14,4.65
8476,order,"order, kaayusan",5.82,3.19,6.56
8477,orderly,"maayos, areglado",6.36,5.05,6.38
8478,ordinance,ordinansa,4.75,3.95,4.67
8479,ordinary,ordinaryo,5.05,2.86,5.89
8480,ordnance,ordinansa,4.52,2.84,5.09
8481,ore,batong mineral,5.78,2.85,4.92
8482,oregano,oregano,6.11,3.7,5.16
8483,organ,organo,4.95,3.41,5.55
8484,organic,organiko,5.55,4.29,6.17
8485,organism,organismo,6,3.48,5.22
8486,organist,organista,5.67,2.25,5.2
8487,organization,organisasyon,5.71,3.09,5.96
8488,organize,organisa,6.75,4.05,6.95
8489,organizer,tagapag-organisa,6.35,3.17,6.96
8490,orgasm,orgasmo,8.01,7.19,5.84
8491,orgy,magulo at labis na kalasingan,5.37,7.3,5.26
8492,oriental,"Silanganin, tagasilangan",6.26,3.18,5.45
8493,orientation,oryentasyon,6,3.38,5.58
8494,orifice,"bibig, butas",4.48,3.17,4.45
8495,origami,origami,5.95,2.87,6.17
8496,origin,pinagmulan,5.19,3.7,5.29
8497,original,orihinal,7.5,4.4,7.16
8498,originality,orihinalidad,6.94,5,6.3
8499,ornament,palamuti,6.63,3.32,5.39
8500,ornery,mahirap pakisamahan,3.85,4.19,5.19
8501,orphan,ulila,2.9,3.24,3.48
8502,orphanage,ampunan,2.95,3.12,4
8503,orphaned,naulila,2.55,4.6,2.91
8504,orthodontist,ortodontista,4.38,4.9,4.22
8505,orthodox,karaniwan,3.95,3.14,4.75
8506,orthopedic,ortopediko,4.32,3.78,4.63
8507,ostentatious,"pasikat, mapagkunwari",5.05,5.25,4.4
8508,ostrich,ostrich,5.16,3.87,4.11
8509,other,"iba, iba pa",5.41,3.48,6
8510,otter,otter,6.95,4.42,5.19
8511,ought,"dapat, marapat, bagay",5,3,4.39
8512,ounce,onsa,5.65,3.77,5.26
8513,outage,"hindi gumagana, wala",3.86,3.92,3
8514,outback,liblib na lugar,5.3,3.72,4.55
8515,outbid,"dumaig, daigin sa tawaran",4.86,5.15,5.22
8516,outboard,malapit sa may labas ng sasakyan,5.15,3.43,5.25
8517,outbreak,"siklab, pagsiklab",2.47,5.38,3.4
8518,outburst,"silakbo, biglang pagbulalas",4.15,6.33,4.25
8519,outcast,"itinakwil, nilayuan",2.86,5.17,3.81
8520,outcome,"resulta, bunga",5.62,3.68,6.37
8521,outdated,"wala na sa uso, lipas na",3.63,3.76,4
8522,outdo,"dumaig, dinaig",4.95,5.43,6.9
8523,outdoor,"sa labas, nasa labas, panlabas",7.33,3.55,5.2
8524,outdoors,nasa labas,6.91,3.94,6.2
8525,outer,"panlabas, malayo",5.19,3.27,5.19
8526,outfit,mga kasuotan,6.05,4.19,6.64
8527,outgoing,"paalis, palabas",6.89,5.71,5.65
8528,outgrow,mapagkalakhan,4.4,3.78,5.18
8529,outhouse,palikuran,4.19,3.43,4.59
8530,outing,"pagliliwaliw, eskursyon",6.09,5.52,6.16
8531,outlaw,bandido,4.1,6,4.1
8532,outlet,"palabasan, saksakan ng kuryente",5.45,3.5,6.31
8533,outline,balangkas,5.1,2.62,5.8
8534,outlive,daigin ang buhay ng iba,5.52,4.39,5.15
8535,outlook,pananaw,6.15,3.43,6.12
8536,outnumber,"humigit, higtan sa dami",3.86,4.45,4.56
8537,outpatient,pasyente na tagalabas,4.14,3.35,5.6
8538,outpost,himpilan ,4.67,3.05,6.06
8539,output,nagawa,4.85,3.67,6.21
8540,outrage,"silakbo ng galit, pagmalupitan",2.97,6.52,4.8
8541,outraged,"sumilakbo ang galit, pinagmalupitan",3.21,5.65,4.47
8542,outrageous,"marahas, malupit, mapagmalabis",4.19,5.35,4.56
8543,outrank,nahigtan sa ranggo,4.4,4.14,5.73
8544,outreach,pagtulong sa nangangailangan,4.94,3.95,5.74
8545,outrun,nahigtan sa pagtakbo,6.26,5.62,5
8546,outsider,tagalabas,4.3,3.52,5.17
8547,outskirts,labas ng bayan o lungsod,5,3.75,4.88
8548,outsmart,"lumalang, linlangin",5.8,5.3,7.38
8549,outspoken,"masalita, hindi natatakot magsalita",6.16,5.36,6.14
8550,outstanding,katangi-tangi,7.1,4.04,6.86
8551,outstretched,nakalahad,5.19,4.14,4.8
8552,outweigh,mahigtan sa timbang,4.19,3.95,5.33
8553,outwit,malinlang,5.3,4.04,6.89
8554,oval,hugis-itlog,5.14,3.5,5.54
8555,ovary,obaryo,5.23,3.67,5.14
8556,ovation,pagbubunyi,5.21,5.32,7.05
8557,oven,"hurno, oven",6.16,2.95,6.04
8558,overactive,sobrang likot,5.19,5.12,4.27
8559,overall,pangkalahatan,5.17,2.95,4.81
8560,overbearing,"mapagdomina, dominante",3.65,5.1,4.26
8561,overcast,"lambong, maulap",4.35,3.83,4.19
8562,overcoat,"oberkot, gaban",5.43,3.1,5.77
8563,overcome,pagtagumpayan,6.81,5.75,6.32
8564,overcrowded,punong-puno,2.55,5.39,3.15
8565,overdo,napalabis ang gawa,3.61,4.6,4.88
8566,overdose,nasobrahan sa gamot,2.67,4.92,3.16
8567,overdrive,nasobrahan sa maneho,5.43,5.16,5.53
8568,overdue,atrasado,3.39,4.62,4.37
8569,overestimate,sobra sa kalkula,5.33,3.52,4.41
8570,overflow,pag-apaw,4.76,4.25,4.32
8571,overgrown,sobrang laki,3.29,4.29,4.86
8572,overhaul,baguhin lahat,5.23,3.92,6.21
8573,overhear,naulinigan,3.89,4.27,5.21
8574,overheated,napainit nang labis,3.63,5.43,3.87
